iter	Logloss
608	0.1865886718
609	0.1864964467
610	0.1863696998
611	0.1862904904
612	0.1860972019
613	0.1860158458
614	0.1859482065
615	0.1858432405
616	0.1857905879
617	0.1856883955
618	0.1855848692
619	0.1854162501
620	0.1853413099
621	0.1852702085
622	0.1851637992
623	0.1851078578
624	0.1850025167
625	0.1849365816
626	0.1847941947
627	0.1846650511
628	0.1845602864
629	0.1845006932
630	0.1844054999
631	0.1842250728
632	0.1840106788
633	0.1839423052
634	0.1837412836
635	0.1836212501
636	0.1835118527
637	0.1834681445
638	0.1833163537
639	0.1831899079
640	0.183079139
641	0.1830080853
642	0.1829028189
643	0.1827204595
644	0.1826499992
645	0.1823813069
646	0.1822562329
647	0.1821631268
648	0.1820617551
649	0.1819386466
650	0.1816975143
651	0.181606622
652	0.1814821085
653	0.1814109448
654	0.1813313864
655	0.1812086796
656	0.1811103822
657	0.1809985933
658	0.1809260516
659	0.1808521653
660	0.1807812404
661	0.1806264452
662	0.1805688992
663	0.1804675905
664	0.1803815484
665	0.1802083448
666	0.1800666993
667	0.1799941751
668	0.1798701042
669	0.1797557832
670	0.1796101086
671	0.1795570763
672	0.1794222437
673	0.1792905864
674	0.1792111195
675	0.1791539798
676	0.1790182708
677	0.1789389359
678	0.1788441504
679	0.1787674534
680	0.178602795
681	0.1785101083
682	0.1784062132
683	0.1783473896
684	0.17821529
685	0.1780956545
686	0.1779839502
687	0.1778725916
688	0.1777643978
689	0.1777081429
690	0.1775882294
691	0.1774934212
692	0.1773194723
693	0.1772645765
694	0.1771700738
695	0.1771104385
696	0.1769917297
697	0.1768968723
698	0.1767862622
699	0.1767326254
700	0.1766443823
701	0.1765710218
702	0.1764388618
703	0.1763415227
704	0.176255674
705	0.1761902732
706	0.1760933663
707	0.1759947684
708	0.1758818516
709	0.1757659225
710	0.1756310597
711	0.1755253602
712	0.1754892941
713	0.1754103627
714	0.1752306965
715	0.1751198402
716	0.1749451664
717	0.174881172
718	0.1747585026
719	0.1746631485
720	0.1745407763
721	0.1744253693
722	0.1743598787
723	0.1743136961
724	0.1742611705
725	0.1741522775
726	0.1740350981
727	0.1739465914
728	0.1738785511
729	0.1737026083
730	0.1735742562
731	0.1735136545
732	0.1734040578
733	0.1732970378
734	0.1731757207
735	0.1730955634
736	0.17301758
737	0.1729340842
738	0.1728554996
739	0.1727951538
740	0.1727118219
741	0.1726075831
742	0.1725353367
743	0.1724388876
744	0.1723443927
745	0.1722200448
746	0.1721360792
747	0.1720303474
748	0.1719264245
749	0.1718260643
750	0.1717098643
751	0.171613435
752	0.1715486476
753	0.1714861763
754	0.1713803521
755	0.1712696766
756	0.1711831886
757	0.1710669794
758	0.1709893754
759	0.1709158348
760	0.170858789
761	0.170753407
762	0.1706582142
763	0.1705283684
764	0.1704403952
765	0.1703893794
766	0.1703103154
767	0.1702141731
768	0.170139646
769	0.1700715707
770	0.1699620526
771	0.1698457539
772	0.1697248916
773	0.1696690406
774	0.1696065941
775	0.1695377263
776	0.1694740929
777	0.1693993628
778	0.1691957692
779	0.1691219662
780	0.1690543215
781	0.1690051342
782	0.1689327016
783	0.1688357794
784	0.1687765982
785	0.1686836314
786	0.1686324846
787	0.1685124222
788	0.1683971306
789	0.1682886719
790	0.1682177273
791	0.1681484834
792	0.1680534926
793	0.1679642846
794	0.1678708548
795	0.1677945881
796	0.1677100808
797	0.1676030862
798	0.1675187421
799	0.167326592
800	0.1671467531
801	0.1670220706
802	0.1669448894
803	0.1668575084
804	0.1667746887
805	0.1666848015
806	0.1665757932
807	0.1665058365
808	0.1664002688
809	0.1663189302
810	0.1662515466
811	0.1661489281
812	0.1660718672
813	0.1659981311
814	0.1659332192
815	0.1657992019
816	0.1656365505
817	0.1655715763
818	0.1655239752
819	0.1654569497
820	0.1653724837
821	0.1653072069
822	0.1652441824
823	0.1652001064
824	0.1650993935
825	0.1650407286
826	0.1649733351
827	0.1648965047
828	0.1648427686
829	0.1647402399
830	0.1646841904
831	0.1645979229
832	0.1645085573
833	0.1644150689
834	0.1643437646
835	0.164260749
836	0.164232006
837	0.164083618
838	0.1640254657
839	0.1639403348
840	0.1638661607
841	0.1637167452
842	0.1636669183
843	0.1635794949
844	0.1635147701
845	0.1634735754
846	0.1633994619
847	0.1632920906
848	0.1632428744
849	0.1631645912
850	0.1631016387
851	0.1630448665
852	0.1629994759
853	0.1629111984
854	0.162835214
855	0.1627758554
856	0.1626758582
857	0.1625992421
858	0.1625481309
859	0.1624844407
860	0.1624371871
861	0.1623430076
862	0.1622607051
863	0.1621652357
864	0.1620696841
865	0.1619523352
866	0.1618884706
867	0.1617788647
868	0.1617437796
869	0.1616436802
870	0.1615518666
871	0.1614952237
872	0.1614331219
873	0.1613335199
874	0.1612376464
875	0.1611777923
876	0.161093141
877	0.161046091
878	0.1609484637
879	0.1608814779
880	0.1608190203
881	0.1607573673
882	0.1606851077
883	0.160624996
884	0.1605286893
885	0.1604408395
886	0.1603834916
887	0.1602592323
888	0.1601667339
889	0.1600058295
890	0.1599292315
891	0.1598775638
892	0.1597960499
893	0.1597638684
894	0.1597015635
895	0.1596276666
896	0.1595526736
897	0.1594974353
898	0.159428978
899	0.159350855
900	0.1591920571
901	0.1591109636
902	0.1590238366
903	0.1589490166
904	0.1588521977
905	0.1587479846
906	0.1586944054
907	0.1586497782
908	0.158570414
909	0.1584798018
910	0.1584046572
911	0.1583737698
912	0.1583000831
913	0.158246192
914	0.1582008404
915	0.1581461928
916	0.1581039684
917	0.1579416607
918	0.157885697
919	0.1578098755
920	0.1577313638
921	0.1576143318
922	0.1575335527
923	0.1574682492
924	0.1574049265
925	0.1573171817
926	0.1572033159
927	0.1571626102
928	0.1570763918
929	0.1570133147
930	0.1569363586
931	0.1568510042
932	0.1567745728
933	0.1567038473
934	0.1566488338
935	0.156578425
936	0.1565362804
937	0.1564893212
938	0.1564324548
939	0.156392142
940	0.1563234386
941	0.1562601567
942	0.1562045504
943	0.1561439844
944	0.1560884534
945	0.1560035335
946	0.155954658
947	0.1559033817
948	0.1557966638
949	0.155756973
950	0.1556599496
951	0.1555752895
952	0.15554886
953	0.1554464521
954	0.1553872386
955	0.1553315473
956	0.1552833017
957	0.1552067566
958	0.1550301251
959	0.1549685566
960	0.1549149982
961	0.1548221342
962	0.1547465728
963	0.1546752941
964	0.1545941396
965	0.1544958589
966	0.1544406955
967	0.1543749664
968	0.1543242425
969	0.154293521
970	0.15425087
971	0.1541578436
972	0.1541010312
973	0.1540358027
974	0.1539399144
975	0.1539001555
976	0.1538307855
977	0.1537757652
978	0.1537258727
979	0.1536875802
980	0.1536301871
981	0.1535810623
982	0.1535372377
983	0.1534843966
984	0.1533956149
985	0.1532870614
986	0.1531840944
987	0.1531195631
988	0.1530812024
989	0.1530091615
990	0.152940606
991	0.1528924326
992	0.1528334779
993	0.1527560714
994	0.1527002162
995	0.1526422355
996	0.1525612558
997	0.1525018283
998	0.1524279086
999	0.1523464098
